Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score
1,34,22,2,1,3,32
1,34,22,2,1,3,35
1,34,22,3,5,3,20
1,34,22,3,1,3,3
1,34,22,2,1,3,8
1,34,22,3,1,3,28
1,34,22,1,5,3,11
1,34,22,3,5,3,2
1,34,22,1,11,3,18
1,34,22,3,1,3,2
1,34,22,2,11,3,34
1,34,22,1,1,3,15
2,43,21,1,1,3,8
2,43,21,3,1,3,5
2,43,21,2,1,3,18
2,43,21,2,1,3,25
2,43,21,1,5,3,3
2,43,21,1,11,3,19
2,43,21,3,11,3,13
2,43,21,2,11,3,25
2,43,21,2,11,3,17
2,43,21,2,5,3,24
2,43,21,2,11,3,37
2,43,21,3,1,3,9
2,43,21,2,11,3,30
2,43,21,2,1,3,20
2,43,21,3,11,3,17
2,43,21,3,1,3,3
2,43,21,2,1,3,29
2,43,21,2,1,3,2
2,43,21,3,1,3,14
2,43,21,3,1,3,13
2,43,21,2,6,3,21
2,43,21,1,1,3,10
2,43,21,3,5,3,9
2,43,21,1,5,3,5
2,43,21,2,1,3,30
2,43,21,1,5,3,7
2,43,21,1,5,3,2
2,43,21,3,1,3,21
3,43,16,3,5,3,16
3,43,16,3,1,3,20
3,43,16,3,1,3,15
3,43,16,3,11,3,10
3,43,16,1,11,3,6
3,43,16,3,5,3,27
3,43,16,3,11,3,15
3,43,16,3,11,3,13
3,43,16,2,1,3,29
3,43,16,3,11,3,49
3,43,16,2,1,3,4
3,43,16,2,11,3,15
3,43,16,3,1,3,35
3,43,16,3,1,3,20
3,43,16,2,1,3,19
3,43,16,3,1,3,5
3,43,16,2,5,3,36
3,43,16,3,1,3,16
3,43,16,3,1,3,11
3,43,16,1,1,3,5
3,43,16,2,1,3,13
3,43,16,3,1,3,12
3,43,16,3,1,3,23
3,43,16,2,1,3,24
3,43,16,3,1,3,6
3,43,16,2,1,3,30
3,43,16,3,1,3,19
3,43,16,3,5,3,5
3,43,16,3,5,3,16
3,43,16,3,1,3,11
3,43,16,3,11,3,24
3,43,16,3,11,3,25
3,43,16,3,1,3,8
3,43,16,1,5,3,13
3,43,16,3,5,3,29
3,43,16,3,1,3,9
1,14,23,3,1,3,32
1,14,23,3,1,3,15
1,14,23,3,1,3,16
1,14,23,3,1,3,19
1,14,23,3,1,3,37
1,14,23,3,5,3,14
1,14,23,2,1,3,35
1,14,23,2,1,3,19
1,14,23,2,1,3,28
1,14,23,2,1,3,42
1,14,23,2,1,3,39
1,14,23,3,2,3,24
1,14,23,3,1,3,23
1,14,23,2,1,3,45
1,14,23,3,1,3,22
1,14,23,3,11,3,26
1,14,23,3,1,3,13
1,14,23,3,1,3,37
1,14,23,3,3,3,17
1,14,23,3,11,3,42
1,14,23,3,1,3,27
1,14,23,3,1,3,16
2,11,24,3,1,3,11
2,11,24,3,1,3,24
2,11,24,2,5,3,19
2,11,24,3,1,3,34
2,11,24,2,1,3,18
2,11,24,3,1,3,33
2,11,24,2,1,3,36
2,11,24,3,5,3,30
2,11,24,3,1,3,5
2,11,24,3,11,3,21
2,11,24,2,1,3,22
2,11,24,1,11,3,40
2,11,24,3,1,3,35
2,11,24,3,1,3,22
2,11,24,3,1,3,31
2,11,24,2,11,3,22
2,11,24,1,1,3,9
2,11,24,2,1,3,34
2,11,24,3,1,3,27
2,11,24,2,1,3,26
2,11,24,3,5,3,23
2,11,24,3,11,3,44
2,11,24,2,1,3,25
2,11,24,3,11,3,31
2,11,24,1,5,3,12
2,11,24,2,1,3,34
2,11,24,2,1,3,27
2,11,24,3,5,3,32
2,11,24,3,1,3,34
2,11,24,3,11,3,25
2,11,24,3,5,3,33
2,11,24,2,1,3,39
2,11,24,2,1,3,30
2,11,24,2,11,3,38
2,11,24,3,1,3,21
2,11,24,3,11,3,32
2,11,24,3,1,3,19
2,11,24,3,11,3,24
2,11,24,2,1,3,37
2,11,24,3,1,3,24
3,11,26,2,1,3,18
3,11,26,1,11,3,12
3,11,26,3,5,3,43
3,11,26,3,11,3,20
3,11,26,3,1,3,30
3,11,26,1,1,3,2
3,11,26,3,1,3,27
3,11,26,1,1,3,33
3,11,26,3,11,3,37
3,11,26,2,1,3,39
3,11,26,1,1,3,23
3,11,26,3,11,3,48
3,11,26,2,1,3,35
3,11,26,2,1,3,39
3,11,26,2,1,3,38
3,11,26,3,1,3,26
3,11,26,3,1,3,30
3,11,26,3,1,3,37
3,11,26,3,1,3,27
3,11,26,2,1,3,28
3,11,26,1,11,3,35
3,11,26,3,1,3,38
3,11,26,3,1,3,25
3,11,26,2,1,3,35
3,11,26,3,1,3,36
3,11,26,3,1,3,16
3,11,26,1,5,3,30
3,11,26,3,11,3,31
3,11,26,2,1,3,38
3,11,26,3,1,3,28
3,11,26,3,5,3,28
3,11,26,2,1,3,29
3,11,26,3,1,3,16
3,11,26,3,1,3,10
3,11,26,2,1,3,30
3,11,26,2,1,3,33
3,11,26,2,1,3,34
3,11,26,2,1,3,38
3,11,26,2,1,3,34
3,11,26,3,1,3,32
3,11,26,3,1,3,32
3,11,26,3,1,3,26
3,11,26,3,1,3,31
3,11,26,2,1,3,40
3,11,26,3,7,3,33
1,28,24,3,4,1,50
1,28,24,3,1,1,29
1,28,24,3,9,1,26
1,28,24,3,1,1,10
1,28,24,2,1,1,26
1,28,24,2,1,1,43
1,28,24,2,1,1,15
1,28,24,3,10,1,30
1,28,24,3,1,1,2
1,28,24,1,1,1,7
1,28,24,3,1,1,8
1,28,24,2,1,1,51
1,28,24,2,5,1,43
1,28,24,3,1,1,10
1,28,24,3,1,1,14
1,28,24,3,1,1,15
1,28,24,3,1,1,27
1,28,24,3,5,1,9
1,28,24,1,10,1,3
1,28,24,3,5,1,10
1,28,24,2,1,1,18
1,28,24,3,1,1,12
1,28,24,3,5,1,22
1,28,24,2,10,1,25
1,28,24,1,5,1,6
1,28,24,1,1,1,7
1,28,24,1,5,1,6
1,28,24,2,5,1,21
1,28,24,3,1,1,26
1,28,24,3,1,1,7
1,28,24,3,1,1,15
1,28,24,3,1,1,5
1,28,24,2,1,1,17
1,28,24,2,1,1,2
1,28,24,3,1,1,40
1,28,24,3,1,1,9
1,28,24,3,1,1,16
1,28,24,1,1,1,1
1,28,24,2,1,1,54
1,28,24,2,5,1,36
1,28,24,2,5,1,31
1,28,24,3,1,1,25
1,28,24,1,5,1,8
1,28,24,2,1,1,46
1,28,24,1,1,1,6
1,28,24,3,5,1,17
1,28,24,1,1,1,14
1,28,24,1,5,1,10
1,28,24,2,1,1,36
1,28,24,1,1,1,6
1,28,24,2,1,1,33
1,28,24,3,1,1,26
1,28,24,1,1,1,9
1,28,24,3,1,1,1
1,28,24,2,1,1,35
1,28,24,3,5,1,12
2,38,16,3,1,1,10
2,38,16,1,1,1,15
2,38,16,3,1,1,12
2,38,16,2,5,1,21
2,38,16,3,4,1,18
2,38,16,1,1,1,4
2,38,16,2,1,1,26
2,38,16,3,1,1,13
2,38,16,1,1,1,7
2,38,16,3,1,1,39
2,38,16,3,1,1,5
2,38,16,1,1,1,1
2,38,16,2,1,1,1
2,38,16,3,5,1,12
2,38,16,3,1,1,17
2,38,16,1,1,1,9
2,38,16,1,5,1,13
2,38,16,3,5,1,7
2,38,16,3,1,1,15
2,38,16,3,5,1,15
2,38,16,2,1,1,49
2,38,16,3,1,1,5
2,38,16,3,1,1,22
2,38,16,3,5,1,14
2,38,16,3,1,1,12
2,38,16,3,1,1,23
2,38,16,1,5,1,6
2,38,16,2,1,1,6
2,38,16,3,1,1,27
2,38,16,1,5,1,1
2,38,16,1,5,1,4
2,38,16,3,1,1,26
2,38,16,3,1,1,27
2,38,16,2,1,1,26
2,38,16,3,5,1,14
2,38,16,3,5,1,12
2,38,16,3,1,1,13
2,38,16,3,1,1,15
2,38,16,1,5,1,10
2,38,16,3,1,1,13
2,38,16,3,5,1,13
2,38,16,2,1,1,7
2,38,16,3,5,1,3
2,38,16,1,1,1,3
2,38,16,3,1,1,7
3,38,28,1,5,1,1
3,38,28,3,1,1,11
3,38,28,2,1,1,32
3,38,28,3,5,1,19
3,38,28,1,10,1,5
3,38,28,2,1,1,40
3,38,28,3,2,1,8
3,38,28,3,1,1,8
3,38,28,3,1,1,6
3,38,28,1,1,1,11
3,38,28,3,5,1,22
3,38,28,3,1,1,3
3,38,28,3,1,1,15
3,38,28,3,1,1,7
3,38,28,2,7,1,4
3,38,28,3,1,1,4
3,38,28,3,1,1,8
3,38,28,1,5,1,2
3,38,28,2,1,1,5
3,38,28,3,1,1,7
3,38,28,3,1,1,5
3,38,28,1,5,1,5
3,38,28,2,1,1,28
3,38,28,3,1,1,2
3,38,28,2,1,1,30
3,38,28,2,1,1,16
3,38,28,3,1,1,16
3,38,28,3,1,1,14
3,38,28,2,1,1,27
3,38,28,3,1,1,11
3,38,28,2,1,1,43
3,38,28,2,5,1,27
3,38,28,2,5,1,45
3,38,28,2,5,1,15
3,38,28,3,5,1,9
3,38,28,3,1,1,18
1,28,22,2,1,1,41
1,28,22,2,1,1,18
1,28,22,3,5,1,13
1,28,22,2,1,1,23
1,28,22,2,1,1,11
1,28,22,2,1,1,36
1,28,22,3,1,1,1
1,28,22,2,1,1,45
1,28,22,3,1,1,2
1,28,22,2,1,1,26
1,28,22,3,1,1,17
1,28,22,3,1,1,9
1,28,22,3,1,1,6
1,28,22,2,1,1,1
1,28,22,3,1,1,25
1,28,22,3,1,1,13
1,28,22,3,1,1,9
1,28,22,3,5,1,13
1,28,22,1,1,1,9
1,28,22,2,1,1,16
1,28,22,1,1,1,4
1,28,22,1,10,1,13
1,28,22,3,1,1,11
1,28,22,3,1,1,23
1,28,22,1,1,1,1
1,28,22,1,5,1,9
2,40,20,2,1,1,21
2,40,20,3,11,1,4
2,40,20,2,1,1,35
2,40,20,1,1,1,15
2,40,20,1,1,1,16
2,40,20,1,1,1,19
2,40,20,3,5,1,4
2,40,20,3,1,1,13
2,40,20,3,1,1,11
2,40,20,3,5,1,3
2,40,20,3,5,1,19
2,40,20,3,1,1,7
2,40,20,3,1,1,1
2,40,20,2,1,1,38
2,40,20,3,5,1,15
2,40,20,3,1,1,11
2,40,20,3,1,1,33
2,40,20,1,1,1,12
2,40,20,1,1,1,9
2,40,20,3,5,1,14
2,40,20,3,5,1,3
2,40,20,3,1,1,29
2,40,20,3,7,1,27
2,40,20,2,10,1,43
2,40,20,2,1,1,15
2,40,20,3,1,1,24
2,40,20,2,5,1,10
2,40,20,3,1,1,6
2,40,20,3,11,1,13
2,40,20,3,1,1,14
2,40,20,2,1,1,23
2,40,20,2,1,1,4
2,40,20,3,5,1,3
2,40,20,2,1,1,41
2,40,20,3,1,1,21
2,40,20,2,1,1,20
3,40,20,3,1,1,12
3,40,20,3,1,1,19
3,40,20,3,1,1,7
3,40,20,3,1,1,18
3,40,20,3,1,1,15
3,40,20,1,10,1,2
3,40,20,1,5,1,16
3,40,20,1,1,1,9
3,40,20,3,1,1,14
3,40,20,2,10,1,21
3,40,20,1,4,1,33
3,40,20,2,1,1,33
3,40,20,3,7,1,25
3,40,20,2,1,1,19
3,40,20,2,1,1,12
3,40,20,3,1,1,23
3,40,20,3,1,1,6
3,40,20,2,1,1,23
3,40,20,2,1,1,22
3,40,20,2,1,1,11
3,40,20,2,1,1,40
3,40,20,3,1,1,32
3,40,20,1,5,1,3
3,40,20,3,1,1,11
2,39,36,2,7,3,16
2,39,36,1,5,3,19
2,39,36,2,1,3,13
2,39,36,3,1,3,15
2,39,36,2,1,3,38
2,39,36,2,1,3,30
2,39,36,3,1,3,30
2,39,36,2,1,3,8
2,39,36,2,1,3,4
2,39,36,3,1,3,22
2,39,36,2,1,3,11
2,39,36,3,1,3,14
2,39,36,3,1,3,16
2,39,36,3,11,3,37
2,39,36,2,1,3,38
2,39,36,3,1,3,14
2,39,36,3,5,3,25
2,39,36,3,1,3,5
2,39,36,1,2,3,46
2,39,36,3,1,3,35
2,39,36,2,1,3,12
2,39,36,1,1,3,6
2,39,36,2,1,3,18
2,39,36,2,1,3,33
2,39,36,3,5,3,13
2,39,36,3,1,3,6
2,39,36,3,1,3,33
2,39,36,2,1,3,33
2,39,36,2,1,3,21
2,39,36,2,5,3,8
2,39,36,3,1,3,41
2,39,36,3,5,3,20
2,39,36,2,1,3,10
2,39,36,2,1,3,37
2,39,36,2,1,3,15
2,39,36,3,5,3,12
2,39,36,1,1,3,5
2,39,36,1,1,3,10
2,39,36,1,1,3,6
2,39,36,2,1,3,18
2,39,36,2,1,3,13
2,39,36,3,1,3,14
2,39,36,1,7,3,5
2,39,36,1,1,3,45
2,39,36,2,1,3,34
2,39,36,3,11,3,14
2,39,36,2,1,3,48
2,39,36,3,1,3,30
2,39,36,3,1,3,20
2,39,36,2,7,3,33
2,39,36,2,1,3,21
2,39,36,2,1,3,26
2,39,36,2,1,3,41
2,39,36,3,1,3,5
2,39,36,2,1,3,41
2,39,36,3,1,3,30
2,39,36,3,1,3,4
2,39,36,3,1,3,10
2,39,36,2,1,3,16
2,39,36,3,7,3,33
2,39,36,2,1,3,23
2,39,36,1,7,3,9
2,39,36,2,1,3,32
2,39,36,3,1,3,23
2,39,36,2,1,3,13
2,39,36,3,11,3,11
2,39,36,3,1,3,27
2,39,36,3,2,3,17
2,39,36,3,1,3,33
2,39,36,3,1,3,1
2,39,36,2,1,3,6
3,39,31,1,1,3,13
3,39,31,2,10,3,45
3,39,31,3,5,3,19
3,39,31,2,1,3,26
3,39,31,1,5,3,2
3,39,31,3,1,3,24
3,39,31,3,1,3,4
3,39,31,2,1,3,32
3,39,31,3,5,3,5
3,39,31,1,1,3,5
3,39,31,3,1,3,7
3,39,31,3,1,3,16
3,39,31,1,11,3,24
3,39,31,2,7,3,68
3,39,31,3,5,3,4
3,39,31,2,11,3,42
3,39,31,3,1,3,31
3,39,31,3,1,3,11
3,39,31,3,1,3,16
3,39,31,1,11,3,6
3,39,31,2,11,3,27
3,39,31,3,1,3,21
3,39,31,3,1,3,28
3,39,31,1,11,3,4
3,39,31,3,1,3,31
3,39,31,2,1,3,25
3,39,31,3,11,3,5
3,39,31,1,11,3,27
3,39,31,1,1,3,4
3,39,31,3,1,3,23
3,39,31,1,1,3,16
3,39,31,1,1,3,5
3,39,31,1,1,3,8
3,39,31,2,5,3,14
3,39,31,3,1,3,20
3,39,31,3,1,3,18
3,39,31,3,1,3,25
3,39,31,3,1,3,28
3,39,31,2,1,3,8
3,39,31,1,1,3,8
3,39,31,2,11,3,55
3,39,31,2,5,3,10
3,39,31,3,1,3,2
3,39,31,3,1,3,30
3,39,31,3,1,3,8
3,39,31,2,1,3,61
3,39,31,3,7,3,53
3,39,31,2,1,3,50
3,39,31,2,1,3,42
3,39,31,2,1,3,15
3,39,31,2,1,3,25
3,39,31,3,1,3,25
3,39,31,3,5,3,10
3,39,31,2,7,3,26
3,39,31,2,7,3,44
3,39,31,2,1,3,58
3,39,31,1,1,3,12
3,39,31,1,1,3,7
3,39,31,3,1,3,17
3,39,31,2,11,3,26
3,39,31,3,11,3,33
3,39,31,3,1,3,10
3,39,31,2,1,3,31
3,39,31,1,1,3,3
3,39,31,1,11,3,18
3,39,31,2,1,3,16
3,39,31,3,5,3,25
3,39,31,2,1,3,26
3,39,31,2,11,3,32
3,39,31,3,1,3,26
3,39,31,3,1,3,14
3,39,31,3,1,3,56
3,39,31,3,1,3,19
3,39,31,3,1,3,31
3,39,31,2,1,3,36
2,37,25,1,11,3,25
2,37,25,3,1,3,13
2,37,25,3,1,3,29
2,37,25,1,5,3,3
2,37,25,2,1,3,10
2,37,25,3,5,3,10
2,37,25,3,11,3,43
2,37,25,3,1,3,26
2,37,25,3,11,3,8
2,37,25,3,1,3,11
2,37,25,3,1,3,5
2,37,25,3,1,3,33
2,37,25,1,1,3,8
2,37,25,3,1,3,41
2,37,25,3,9,3,54
2,37,25,2,11,3,37
2,37,25,2,1,3,32
2,37,25,3,1,3,2
2,37,25,2,11,3,29
2,37,25,3,5,3,15
2,37,25,3,1,3,31
2,37,25,2,1,3,48
2,37,25,1,11,3,18
2,37,25,3,1,3,4
2,37,25,3,1,3,24
2,37,25,1,1,3,6
2,37,25,3,1,3,24
2,37,25,2,11,3,47
2,37,25,1,5,3,4
2,37,25,1,11,3,4
2,37,25,3,7,3,8
2,37,25,3,11,3,10
2,37,25,2,11,3,43
2,37,25,1,1,3,15
2,37,25,3,1,3,6
2,37,25,2,1,3,36
2,37,25,3,1,3,14
2,37,25,3,11,3,27
2,37,25,2,1,3,41
2,37,25,2,2,3,42
2,37,25,3,1,3,3
2,37,25,1,1,3,16
2,37,25,3,1,3,7
2,37,25,1,1,3,6
2,37,25,1,1,3,6
2,37,25,3,11,3,13
2,37,25,1,1,3,39
2,37,25,2,1,3,20
2,37,25,3,1,3,8
2,37,25,2,1,3,54
2,37,25,1,2,3,10
2,37,25,3,1,3,7
2,37,25,1,1,3,6
2,37,25,2,1,3,24
2,37,25,1,1,3,9
2,37,25,3,1,3,18
2,37,25,1,11,3,9
2,37,25,3,1,3,16
2,37,25,3,1,3,29
2,37,25,1,5,3,2
2,37,25,3,1,3,12
2,37,25,2,1,3,21
2,37,25,3,1,3,19
2,37,25,1,11,3,1
2,37,25,3,2,3,8
2,37,25,3,11,3,24
2,37,25,3,1,3,15
2,37,25,2,11,3,36
2,37,25,3,1,3,24
2,37,25,3,1,3,22
2,37,25,2,1,3,6
2,37,25,1,1,3,11
3,37,25,1,5,3,7
3,37,25,2,1,3,31
3,37,25,3,1,3,16
3,37,25,3,1,3,36
3,37,25,3,2,3,12
3,37,25,3,11,3,29
3,37,25,3,5,3,16
3,37,25,2,1,3,29
3,37,25,1,11,3,29
3,37,25,2,1,3,15
3,37,25,2,1,3,21
3,37,25,3,1,3,21
3,37,25,1,5,3,9
3,37,25,3,1,3,36
3,37,25,2,1,3,28
3,37,25,2,1,3,57
3,37,25,3,1,3,1
3,37,25,3,1,3,12
3,37,25,3,5,3,14
3,37,25,3,1,3,23
3,37,25,3,5,3,8
3,37,25,3,1,3,24
3,37,25,3,1,3,15
3,37,25,2,1,3,16
3,37,25,3,1,3,42
3,37,25,2,1,3,18
3,37,25,2,1,3,49
3,37,25,1,5,3,11
3,37,25,1,1,3,11
3,37,25,2,1,3,19
3,37,25,2,1,3,41
3,37,25,3,11,3,34
3,37,25,1,1,3,17
3,37,25,3,1,3,5
3,37,25,1,1,3,15
3,37,25,3,5,3,14
3,37,25,3,1,3,4
3,37,25,3,1,3,16
3,37,25,3,1,3,7
3,37,25,1,11,3,1
3,37,25,2,1,3,8
3,37,25,2,11,3,28
3,37,25,3,1,3,12
3,37,25,2,1,3,20
3,37,25,1,1,3,10
3,37,25,1,5,3,18
3,37,25,1,1,3,17
3,37,25,2,1,3,4
3,37,25,3,1,3,24
3,37,25,3,1,3,28
3,37,25,2,1,3,22
3,37,25,1,11,3,5
3,37,25,2,1,3,47
3,37,25,2,1,3,13
3,37,25,2,1,3,30
3,37,25,2,1,3,11
3,37,25,2,1,3,28
3,37,25,3,1,3,26
3,37,25,3,1,3,21
3,37,25,2,1,3,46
3,37,25,3,1,3,6
3,37,25,3,1,3,18
3,37,25,3,1,3,26
3,37,25,2,2,3,20
3,37,25,3,1,3,24
1,53,14,3,2,1,15
1,53,14,3,1,1,14
1,53,14,3,1,1,12
1,53,14,3,11,1,9
1,53,14,3,1,1,3
1,53,14,3,1,1,14
1,53,14,3,11,1,24
1,53,14,3,1,1,37
1,53,14,1,1,1,19
1,53,14,2,1,1,23
1,53,14,1,10,1,12
1,53,14,3,10,1,14
1,53,14,3,5,1,17
1,53,14,3,1,1,5
1,53,14,3,11,1,4
1,53,14,2,1,1,21
1,53,14,1,1,1,6
1,53,14,1,1,1,4
1,53,14,3,6,1,18
1,53,14,3,1,1,10
1,53,14,3,1,1,9
1,53,14,3,11,1,5
1,53,14,2,1,1,15
1,53,14,2,1,1,3
1,53,14,1,4,1,20
1,53,14,3,7,1,9
1,53,14,2,1,1,17
1,53,14,1,4,1,27
1,53,14,1,4,1,29
1,53,14,2,1,1,3
1,53,14,2,1,1,5
1,53,14,2,1,1,17
2,77,13,3,1,1,16
2,77,13,1,1,1,11
2,77,13,3,5,1,25
2,77,13,1,4,1,12
2,77,13,2,1,1,15
2,77,13,3,1,1,2
2,77,13,2,1,1,21
2,77,13,3,11,1,13
2,77,13,3,5,1,25
2,77,13,1,1,1,10
2,77,13,3,6,1,39
2,77,13,3,1,1,5
2,77,13,3,10,1,8
2,77,13,2,1,1,31
2,77,13,1,4,1,33
2,77,13,1,1,1,14
2,77,13,3,1,1,16
2,77,13,1,4,1,14
2,77,13,3,1,1,4
2,77,13,1,4,1,3
2,77,13,3,1,1,9
2,77,13,3,5,1,2
2,77,13,1,4,1,7
2,77,13,3,9,1,15
2,77,13,3,10,1,26
2,77,13,3,4,1,25
2,77,13,3,1,1,31
2,77,13,1,4,1,8
2,77,13,2,1,1,5
2,77,13,3,5,1,16
2,77,13,1,4,1,24
2,77,13,3,1,1,16
2,77,13,3,1,1,11
3,77,10,3,5,1,18
3,77,10,3,4,1,37
3,77,10,3,4,1,24
3,77,10,3,1,1,24
3,77,10,3,7,1,4
3,77,10,1,1,1,6
3,77,10,1,4,1,11
3,77,10,3,7,1,20
3,77,10,3,5,1,25
3,77,10,1,4,1,2
3,77,10,1,1,1,5
3,77,10,3,4,1,20
3,77,10,1,4,1,2
3,77,10,1,5,1,5
3,77,10,3,6,1,4
3,77,10,3,10,1,24
3,77,10,3,1,1,17
3,77,10,2,1,1,38
3,77,10,3,1,1,25
3,77,10,2,1,1,21
3,77,10,1,1,1,8
3,77,10,3,4,1,20
3,77,10,1,1,1,10
3,77,10,3,4,1,8
3,77,10,2,1,1,3
3,77,10,1,4,1,6
3,77,10,3,1,1,6
1,31,30,3,1,1,20
1,31,30,2,11,1,34
1,31,30,1,1,1,11
1,31,30,3,5,1,18
1,31,30,3,1,1,22
1,31,30,3,10,1,26
1,31,30,3,5,1,5
1,31,30,3,1,1,8
1,31,30,3,1,1,11
1,31,30,2,1,1,26
1,31,30,2,1,1,45
1,31,30,2,1,1,38
1,31,30,3,1,1,17
1,31,30,3,5,1,17
1,31,30,1,1,1,7
1,31,30,1,1,1,13
1,31,30,2,1,1,30
1,31,30,3,1,1,15
1,31,30,2,1,1,21
1,31,30,3,1,1,16
1,31,30,3,5,1,7
1,31,30,2,1,1,22
1,31,30,1,1,1,1
1,31,30,3,5,1,18
1,31,30,2,1,1,47
1,31,30,2,1,1,35
1,31,30,2,1,1,40
1,31,30,1,1,1,3
1,31,30,3,1,1,28
1,31,30,2,11,1,25
1,31,30,3,1,1,10
1,31,30,1,1,1,4
