Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score
1,41,28,3,1,3,35
1,41,28,1,1,3,26
1,41,28,3,1,3,32
1,41,28,1,1,3,16
1,41,28,3,1,3,18
1,41,28,2,1,3,34
1,41,28,3,1,3,36
1,41,28,3,1,3,5
1,41,28,3,1,3,27
2,49,39,3,5,3,37
2,49,39,2,5,3,44
2,49,39,3,5,3,31
2,49,39,2,5,3,31
2,49,39,3,1,3,19
2,49,39,2,1,3,44
2,49,39,3,1,3,21
2,49,39,2,1,3,39
2,49,39,3,5,3,20
2,49,39,2,1,3,28
2,49,39,3,1,3,33
2,49,39,2,1,3,28
2,49,39,3,1,3,36
2,49,39,1,11,3,29
2,49,39,2,5,3,38
2,49,39,3,11,3,48
2,49,39,1,1,3,12
2,49,39,3,1,3,32
2,49,39,2,1,3,30
2,49,39,3,11,3,23
2,49,39,2,1,3,49
2,49,39,3,5,3,28
2,49,39,3,1,3,19
2,49,39,2,1,3,29
2,49,39,3,5,3,32
2,49,39,2,1,3,30
2,49,39,2,1,3,17
2,49,39,2,1,3,30
2,49,39,2,5,3,38
2,49,39,2,5,3,14
2,49,39,3,1,3,26
2,49,39,3,1,3,28
2,49,39,2,11,3,21
2,49,39,2,1,3,18
2,49,39,2,1,3,29
2,49,39,2,2,3,49
2,49,39,3,1,3,33
2,49,39,2,1,3,41
2,49,39,2,1,3,18
2,49,39,3,1,3,6
2,49,39,2,1,3,43
2,49,39,2,1,3,48
2,49,39,3,1,3,37
2,49,39,2,5,3,42
2,49,39,2,5,3,46
2,49,39,2,11,3,33
2,49,39,3,1,3,5
2,49,39,2,11,3,54
2,49,39,2,5,3,40
2,49,39,2,8,3,44
2,49,39,3,5,3,33
2,49,39,2,5,3,10
2,49,39,3,11,3,24
3,49,36,2,1,3,42
3,49,36,2,1,3,41
3,49,36,3,1,3,35
3,49,36,3,1,3,24
3,49,36,3,1,3,29
3,49,36,2,1,3,53
3,49,36,3,1,3,32
3,49,36,2,5,3,34
3,49,36,3,1,3,24
3,49,36,3,9,3,31
3,49,36,3,1,3,10
3,49,36,3,1,3,20
3,49,36,3,1,3,23
3,49,36,2,1,3,41
3,49,36,3,1,3,28
3,49,36,3,1,3,1
3,49,36,2,1,3,51
3,49,36,2,1,3,51
3,49,36,3,11,3,27
3,49,36,3,5,3,28
3,49,36,3,1,3,19
3,49,36,3,1,3,30
3,49,36,3,1,3,31
3,49,36,3,1,3,31
3,49,36,3,5,3,29
3,49,36,3,5,3,16
3,49,36,3,1,3,23
3,49,36,2,1,3,47
3,49,36,3,1,3,30
3,49,36,1,1,3,14
3,49,36,2,1,3,24
3,49,36,3,1,3,28
3,49,36,1,1,3,11
3,49,36,2,1,3,45
3,49,36,2,1,3,29
3,49,36,1,1,3,24
3,49,36,2,11,3,52
3,49,36,1,5,3,7
3,49,36,3,1,3,25
3,49,36,2,1,3,54
3,49,36,1,5,3,6
3,49,36,2,1,3,17
3,49,36,1,5,3,14
3,49,36,2,1,3,48
3,49,36,2,1,3,37
3,49,36,2,1,3,53
3,49,36,3,11,3,21
3,49,36,1,1,3,16
1,18,24,1,1,1,15
1,18,24,3,1,1,35
1,18,24,3,1,1,26
1,18,24,3,5,1,43
1,18,24,2,7,1,45
1,18,24,3,6,1,25
1,18,24,2,1,1,44
1,18,24,3,1,1,27
1,18,24,3,1,1,30
1,18,24,3,6,1,29
1,18,24,2,11,1,40
1,18,24,3,1,1,24
1,18,24,3,1,1,24
1,18,24,1,1,1,11
1,18,24,3,1,1,28
1,18,24,1,1,1,13
1,18,24,3,1,1,37
1,18,24,3,1,1,32
1,18,24,3,1,1,13
1,18,24,2,1,1,43
1,18,24,3,1,1,6
1,18,24,1,6,1,12
1,18,24,2,1,1,37
1,18,24,3,1,1,27
1,18,24,3,1,1,22
1,18,24,2,1,1,41
1,18,24,3,1,1,30
1,18,24,1,11,1,26
1,18,24,2,1,1,49
1,18,24,1,1,1,10
1,18,24,3,11,1,16
1,18,24,2,1,1,50
1,18,24,3,2,1,31
1,18,24,3,1,1,20
1,18,24,3,1,1,34
1,18,24,2,1,1,51
1,18,24,3,1,1,19
1,18,24,1,1,1,23
1,18,24,2,1,1,51
2,34,26,3,1,1,14
2,34,26,3,1,1,48
2,34,26,1,1,1,5
2,34,26,2,1,1,41
2,34,26,2,1,1,22
2,34,26,2,1,1,10
2,34,26,3,1,1,29
2,34,26,2,5,1,38
2,34,26,2,1,1,43
2,34,26,3,1,1,24
2,34,26,3,1,1,44
2,34,26,1,11,1,16
2,34,26,3,1,1,47
2,34,26,2,1,1,42
2,34,26,2,1,1,42
2,34,26,2,1,1,45
2,34,26,1,11,1,9
2,34,26,2,1,1,36
2,34,26,3,1,1,25
2,34,26,3,1,1,36
2,34,26,2,1,1,33
2,34,26,2,1,1,48
2,34,26,3,7,1,29
2,34,26,3,1,1,31
2,34,26,1,1,1,11
2,34,26,3,1,1,36
2,34,26,2,1,1,30
2,34,26,3,1,1,5
2,34,26,1,6,1,30
2,34,26,1,1,1,2
2,34,26,2,1,1,39
2,34,26,3,1,1,14
2,34,26,3,2,1,25
3,34,34,3,1,1,37
3,34,34,2,1,1,46
3,34,34,2,1,1,39
3,34,34,3,1,1,31
3,34,34,1,1,1,25
3,34,34,3,5,1,26
3,34,34,3,1,1,37
3,34,34,3,1,1,25
3,34,34,2,1,1,56
3,34,34,3,1,1,3
3,34,34,3,11,1,45
3,34,34,3,1,1,32
3,34,34,2,1,1,39
3,34,34,3,1,1,32
3,34,34,3,1,1,7
3,34,34,3,1,1,35
3,34,34,3,2,1,35
3,34,34,1,11,1,7
3,34,34,3,7,1,45
3,34,34,1,1,1,27
3,34,34,3,11,1,29
3,34,34,2,1,1,40
3,34,34,1,1,1,36
3,34,34,2,1,1,54
3,34,34,3,11,1,46
3,34,34,2,1,1,46
3,34,34,3,1,1,38
3,34,34,3,11,1,19
3,34,34,2,7,1,41
3,34,34,2,11,1,54
3,34,34,3,1,1,28
3,34,34,3,2,1,30
3,34,34,3,5,1,30
3,34,34,3,1,1,25
3,34,34,3,1,1,33
3,34,34,2,1,1,52
3,34,34,2,11,1,50
3,34,34,3,1,1,19
1,27,16,2,1,2,21
1,27,16,2,5,2,11
1,27,16,3,1,2,21
1,27,16,1,5,2,2
1,27,16,1,5,2,8
1,27,16,1,5,2,12
1,27,16,1,5,2,9
1,27,16,1,1,2,14
1,27,16,2,1,2,30
1,27,16,3,1,2,12
1,27,16,1,5,2,11
1,27,16,3,1,2,9
1,27,16,3,5,2,9
1,27,16,3,6,2,33
1,27,16,3,5,2,8
1,27,16,3,5,2,10
1,27,16,3,1,2,31
1,27,16,1,5,2,12
1,27,16,3,1,2,6
1,27,16,2,5,2,33
1,27,16,3,1,2,3
1,27,16,2,1,2,45
1,27,16,3,1,2,10
1,27,16,2,1,2,17
1,27,16,2,1,2,29
1,27,16,3,2,2,31
3,57,21,3,1,2,1
3,57,21,3,5,2,19
3,57,21,1,5,2,9
3,57,21,3,5,2,15
3,57,21,1,1,2,14
3,57,21,3,11,2,35
3,57,21,3,1,2,16
3,57,21,3,1,2,27
3,57,21,3,1,2,18
3,57,21,1,5,2,12
3,57,21,1,6,2,12
3,57,21,3,1,2,38
3,57,21,1,5,2,14
3,57,21,3,5,2,32
3,57,21,3,5,2,18
3,57,21,3,5,2,33
3,57,21,1,5,2,21
3,57,21,3,5,2,21
3,57,21,2,5,2,35
1,33,28,3,5,1,14
1,33,28,3,5,1,11
1,33,28,3,1,1,22
1,33,28,3,5,1,20
1,33,28,3,1,1,42
1,33,28,3,5,1,36
1,33,28,2,1,1,41
1,33,28,3,1,1,11
1,33,28,2,7,1,34
1,33,28,3,9,1,31
1,33,28,3,1,1,12
1,33,28,1,1,1,2
1,33,28,1,5,1,15
1,33,28,2,1,1,35
1,33,28,2,1,1,13
1,33,28,2,11,1,15
1,33,28,2,1,1,40
1,33,28,3,5,1,46
1,33,28,3,5,1,11
1,33,28,2,1,1,15
1,33,28,1,1,1,8
1,33,28,3,1,1,13
1,33,28,3,1,1,43
1,33,28,1,9,1,25
1,33,28,3,1,1,23
1,33,28,3,1,1,18
1,33,28,1,5,1,15
1,33,28,3,1,1,17
1,33,28,1,1,1,14
1,33,28,3,8,1,39
1,33,28,3,5,1,32
1,33,28,3,1,1,28
1,33,28,3,5,1,13
1,33,28,2,5,1,53
1,33,28,3,5,1,17
1,33,28,3,5,1,16
1,33,28,2,1,1,35
1,33,28,3,1,1,21
1,33,28,2,1,1,15
1,33,28,3,1,1,6
1,33,28,2,5,1,40
1,33,28,1,2,1,12
1,33,28,2,1,1,32
1,33,28,2,1,1,27
1,33,28,3,5,1,19
1,33,28,3,5,1,17
1,33,28,3,1,1,20
1,33,28,3,11,1,26
1,33,28,3,1,1,14
1,33,28,2,1,1,35
1,33,28,3,1,1,31
1,33,28,1,5,1,23
1,33,28,2,1,1,19
1,33,28,2,5,1,35
1,33,28,3,2,1,35
1,33,28,3,1,1,18
1,33,28,2,1,1,23
1,33,28,3,5,1,17
1,33,28,3,11,1,19
1,33,28,3,5,1,18
1,33,28,2,5,1,49
1,33,28,3,5,1,16
1,33,28,3,8,1,19
1,33,28,3,11,1,29
1,33,28,3,1,1,31
1,33,28,3,1,1,23
1,33,28,2,1,1,31
1,33,28,2,9,1,10
1,33,28,3,1,1,16
1,33,28,2,5,1,5
1,33,28,3,5,1,14
1,33,28,2,1,1,18
1,33,28,2,1,1,26
1,33,28,2,11,1,53
1,33,28,3,5,1,15
1,33,28,3,1,1,13
1,33,28,2,8,1,49
1,33,28,2,1,1,31
2,47,25,3,5,1,22
2,47,25,1,9,1,23
2,47,25,2,1,1,27
2,47,25,3,5,1,27
2,47,25,2,7,1,33
2,47,25,3,1,1,17
2,47,25,3,1,1,14
2,47,25,3,1,1,27
2,47,25,3,11,1,34
2,47,25,3,4,1,20
2,47,25,3,1,1,17
2,47,25,1,2,1,15
2,47,25,3,5,1,19
2,47,25,3,1,1,22
2,47,25,2,1,1,2
2,47,25,3,5,1,15
2,47,25,3,1,1,19
2,47,25,3,5,1,19
2,47,25,3,1,1,19
2,47,25,3,1,1,23
2,47,25,2,1,1,35
2,47,25,1,11,1,4
2,47,25,1,1,1,23
2,47,25,1,1,1,2
2,47,25,3,1,1,15
2,47,25,3,1,1,20
2,47,25,3,4,1,12
2,47,25,3,1,1,16
2,47,25,2,1,1,35
2,47,25,3,5,1,23
2,47,25,3,2,1,27
2,47,25,3,5,1,24
2,47,25,1,1,1,13
2,47,25,2,5,1,3
2,47,25,3,5,1,26
2,47,25,2,5,1,37
2,47,25,3,10,1,15
2,47,25,3,2,1,7
2,47,25,2,5,1,20
2,47,25,1,5,1,6
2,47,25,2,9,1,32
2,47,25,3,1,1,14
2,47,25,3,7,1,26
2,47,25,3,5,1,22
2,47,25,2,1,1,25
2,47,25,3,1,1,15
2,47,25,1,5,1,19
2,47,25,3,1,1,23
2,47,25,1,5,1,15
2,47,25,3,4,1,20
2,47,25,3,11,1,19
2,47,25,2,5,1,16
2,47,25,2,8,1,37
2,47,25,1,10,1,18
2,47,25,2,1,1,27
2,47,25,3,1,1,23
2,47,25,3,1,1,20
3,47,25,2,5,1,38
3,47,25,1,11,1,15
3,47,25,3,3,1,38
3,47,25,3,8,1,32
3,47,25,3,1,1,24
3,47,25,3,4,1,21
3,47,25,3,1,1,16
3,47,25,3,5,1,18
3,47,25,2,8,1,42
3,47,25,3,5,1,28
3,47,25,3,5,1,35
3,47,25,1,5,1,3
3,47,25,3,4,1,14
3,47,25,3,1,1,23
3,47,25,3,1,1,9
3,47,25,3,5,1,12
3,47,25,2,1,1,36
3,47,25,3,5,1,13
3,47,25,3,1,1,25
3,47,25,3,1,1,11
3,47,25,3,1,1,18
3,47,25,3,5,1,2
3,47,25,2,1,1,47
3,47,25,3,5,1,26
3,47,25,3,5,1,2
3,47,25,2,1,1,38
3,47,25,1,5,1,5
3,47,25,2,1,1,39
3,47,25,1,5,1,4
3,47,25,2,7,1,25
3,47,25,1,5,1,5
3,47,25,3,5,1,20
3,47,25,3,5,1,20
3,47,25,1,1,1,15
3,47,25,1,5,1,3
3,47,25,3,1,1,32
3,47,25,2,1,1,50
3,47,25,2,1,1,55
3,47,25,2,1,1,36
3,47,25,3,11,1,21
3,47,25,3,1,1,12
3,47,25,1,2,1,20
3,47,25,3,5,1,14
3,47,25,2,1,1,26
3,47,25,2,1,1,2
3,47,25,3,5,1,14
3,47,25,2,8,1,35
3,47,25,2,1,1,41
3,47,25,2,5,1,39
3,47,25,3,1,1,35
3,47,25,3,5,1,28
3,47,25,2,1,1,6
3,47,25,3,5,1,17
3,47,25,3,1,1,6
3,47,25,3,8,1,29
3,47,25,3,1,1,4
3,47,25,1,5,1,7
3,47,25,1,5,1,7
3,47,25,3,9,1,23
3,47,25,1,5,1,20
3,47,25,2,1,1,40
3,47,25,3,5,1,10
3,47,25,3,1,1,32
3,47,25,3,5,1,32
3,47,25,3,5,1,17
3,47,25,2,1,1,32
3,51,12,3,5,1,28
3,51,12,3,1,1,4
3,51,12,1,1,1,3
3,51,12,3,1,1,16
3,51,12,3,1,1,9
3,51,12,1,1,1,1
3,51,12,1,1,1,3
3,51,12,3,1,1,5
3,51,12,1,10,1,23
3,51,12,3,1,1,8
3,51,12,1,6,1,24
3,51,12,2,4,1,41
3,51,12,1,1,1,1
3,51,12,3,1,1,4
3,51,12,1,1,1,2
3,51,12,2,11,1,47
3,51,12,2,1,1,26
3,51,12,3,4,1,14
3,51,12,3,1,1,8
3,51,12,2,1,1,38
3,51,12,3,1,1,22
3,51,12,1,5,1,16
3,51,12,1,10,1,12
3,51,12,1,10,1,6
3,51,12,3,1,1,15
3,51,12,2,5,1,37
3,51,12,3,1,1,24
3,51,12,1,1,1,12
3,51,12,1,1,1,21
3,51,12,3,10,1,28
3,51,12,3,6,1,21
3,51,12,3,2,1,39
3,51,12,3,11,1,35
3,51,12,3,1,1,2
3,51,12,2,1,1,22
3,51,12,3,10,1,9
3,51,12,3,9,1,33
3,51,12,3,1,1,5
3,51,12,3,5,1,21
3,51,12,3,1,1,27
3,51,12,3,1,1,24
3,51,12,3,5,1,7
3,51,12,1,11,1,28
3,51,12,3,1,1,22
3,51,12,3,5,1,29
3,51,12,3,1,1,13
3,51,12,1,1,1,12
3,51,12,3,1,1,20
3,51,12,3,9,1,26
3,51,12,3,1,1,34
3,51,12,1,1,1,12
3,51,12,3,1,1,3
3,51,12,1,5,1,17
3,51,12,3,6,1,17
3,51,12,1,2,1,7
3,51,12,3,5,1,32
3,51,12,3,6,1,27
3,51,12,2,1,1,19
3,51,12,1,10,1,15
3,51,12,3,1,1,7
3,51,12,1,4,1,20
3,51,12,3,1,1,13
3,51,12,2,7,1,28
3,51,12,2,1,1,17
3,51,12,3,6,1,44
3,51,12,3,5,1,31
3,51,12,3,11,1,33
2,24,23,2,1,3,47
2,24,23,3,1,3,6
2,24,23,3,1,3,13
2,24,23,2,1,3,61
2,24,23,3,1,3,28
2,24,23,3,11,3,40
2,24,23,1,1,3,11
2,24,23,2,11,3,46
2,24,23,2,1,3,45
2,24,23,1,1,3,19
2,24,23,2,1,3,24
2,24,23,1,1,3,13
2,24,23,3,11,3,54
2,24,23,2,1,3,42
2,24,23,2,1,3,38
2,24,23,1,1,3,4
2,24,23,3,1,3,25
2,24,23,2,1,3,53
2,24,23,3,1,3,46
2,24,23,2,1,3,62
2,24,23,3,1,3,55
2,24,23,3,1,3,19
2,24,23,2,11,3,60
2,24,23,3,1,3,29
2,24,23,3,1,3,12
2,24,23,3,11,3,48
2,24,23,2,5,3,25
2,24,23,3,1,3,23
2,24,23,3,1,3,19
2,24,23,3,1,3,6
2,24,23,2,11,3,39
2,24,23,1,1,3,8
2,24,23,3,1,3,10
3,24,28,1,1,3,16
3,24,28,3,1,3,33
3,24,28,2,1,3,46
3,24,28,3,5,3,29
3,24,28,3,1,3,4
3,24,28,3,1,3,12
3,24,28,3,11,3,37
3,24,28,2,1,3,42
3,24,28,3,5,3,35
3,24,28,1,1,3,9
3,24,28,2,1,3,42
3,24,28,3,1,3,41
3,24,28,1,5,3,35
3,24,28,3,11,3,30
3,24,28,2,1,3,57
3,24,28,2,1,3,38
3,24,28,2,1,3,35
3,24,28,3,1,3,26
3,24,28,2,1,3,60
3,24,28,2,1,3,43
3,24,28,2,1,3,56
3,24,28,2,1,3,55
3,24,28,2,1,3,62
3,24,28,3,1,3,30
3,24,28,2,1,3,47
3,24,28,1,9,3,23
3,24,28,3,5,3,39
3,24,28,3,5,3,38
3,24,28,3,11,3,62
3,24,28,2,1,3,47
3,24,28,3,3,3,32
3,24,28,3,1,3,3
3,24,28,2,1,3,56
3,24,28,1,1,3,4
3,24,28,2,11,3,50
1,38,15,3,8,1,13
1,38,15,3,5,1,5
1,38,15,2,1,1,34
1,38,15,1,10,1,18
1,38,15,2,1,1,37
1,38,15,3,5,1,18
1,38,15,3,5,1,19
1,38,15,3,5,1,12
1,38,15,3,7,1,4
1,38,15,1,10,1,9
1,38,15,1,8,1,4
1,38,15,2,6,1,33
1,38,15,3,5,1,25
1,38,15,3,2,1,19
1,38,15,1,4,1,37
1,38,15,3,8,1,35
1,38,15,3,5,1,17
1,38,15,3,10,1,10
1,38,15,1,5,1,6
1,38,15,1,5,1,25
1,38,15,1,5,1,35
1,38,15,1,5,1,16
1,38,15,3,1,1,34
1,38,15,1,7,1,14
1,38,15,3,5,1,19
1,38,15,1,8,1,17
1,38,15,3,1,1,14
1,38,15,2,5,1,23
1,38,15,3,1,1,15
1,38,15,3,1,1,31
1,38,15,1,11,1,2
1,38,15,3,7,1,10
1,38,15,1,8,1,12
1,38,15,3,8,1,31
1,38,15,3,5,1,17
1,38,15,3,5,1,22
1,38,15,2,1,1,18
1,38,15,3,5,1,42
1,38,15,1,5,1,8
1,38,15,2,5,1,36
1,38,15,3,6,1,23
1,38,15,3,2,1,40
1,38,15,3,10,1,32
1,38,15,1,8,1,8
1,38,15,2,5,1,35
1,38,15,3,1,1,46
1,38,15,3,1,1,13
1,38,15,2,1,1,52
1,38,15,3,5,1,34
1,38,15,3,5,1,21
1,38,15,2,1,1,32
1,38,15,3,7,1,17
1,38,15,1,1,1,1
1,38,15,3,1,1,31
1,38,15,3,5,1,8
1,38,15,3,1,1,13
1,38,15,1,5,1,24
2,65,15,3,1,1,20
2,65,15,2,5,1,16
2,65,15,2,8,1,46
2,65,15,1,7,1,2
2,65,15,1,5,1,12
2,65,15,3,7,1,29
2,65,15,1,10,1,14
2,65,15,1,8,1,40
2,65,15,2,1,1,38
2,65,15,1,5,1,7
2,65,15,1,8,1,13
2,65,15,3,5,1,16
2,65,15,3,5,1,25
2,65,15,1,10,1,1
2,65,15,2,1,1,54
2,65,15,3,5,1,13
2,65,15,3,11,1,18
2,65,15,1,10,1,16
2,65,15,2,10,1,47
2,65,15,3,5,1,23
2,65,15,2,1,1,38
2,65,15,1,1,1,5
2,65,15,1,5,1,14
2,65,15,2,1,1,17
2,65,15,2,1,1,34
2,65,15,3,5,1,27
2,65,15,1,5,1,22
2,65,15,3,5,1,29
2,65,15,1,2,1,17
2,65,15,2,5,1,30
2,65,15,1,1,1,6
2,65,15,3,5,1,33
2,65,15,3,6,1,22
2,65,15,1,1,1,30
2,65,15,3,1,1,11
2,65,15,3,1,1,21
2,65,15,3,5,1,16
2,65,15,1,10,1,21
2,65,15,3,1,1,10
2,65,15,3,5,1,16
2,65,15,3,5,1,9
2,65,15,3,2,1,17
2,65,15,3,1,1,10
2,65,15,1,5,1,24
2,65,15,3,1,1,36
2,65,15,3,2,1,13
2,65,15,3,5,1,34
2,65,15,3,1,1,14
2,65,15,2,1,1,45
2,65,15,3,5,1,15
2,65,15,1,5,1,33
2,65,15,3,5,1,11
2,65,15,1,5,1,13
2,65,15,3,10,1,46
2,65,15,2,5,1,24
2,65,15,1,8,1,10
2,65,15,3,5,1,30
2,65,15,1,5,1,18
2,65,15,1,7,1,19
2,65,15,1,4,1,16
2,65,15,1,5,1,9
2,65,15,3,1,1,23
2,65,15,3,10,1,32
2,65,15,3,5,1,11
2,65,15,1,1,1,22
3,65,14,3,5,1,9
3,65,14,3,5,1,40
3,65,14,2,5,1,37
3,65,14,2,10,1,62
3,65,14,3,7,1,23
3,65,14,3,1,1,8
3,65,14,3,5,1,10
3,65,14,3,10,1,37
3,65,14,1,5,1,8
3,65,14,3,1,1,3
3,65,14,3,5,1,21
3,65,14,2,1,1,22
3,65,14,1,7,1,13
3,65,14,3,5,1,37
3,65,14,2,5,1,9
3,65,14,1,4,1,2
3,65,14,3,5,1,5
3,65,14,1,10,1,11
3,65,14,3,5,1,1
3,65,14,1,5,1,12
3,65,14,1,5,1,8
3,65,14,3,1,1,11
3,65,14,3,2,1,21
3,65,14,3,5,1,8
3,65,14,3,10,1,20
3,65,14,1,1,1,7
3,65,14,3,7,1,33
3,65,14,3,5,1,16
3,65,14,3,1,1,19
3,65,14,2,1,1,14
3,65,14,3,5,1,27
3,65,14,2,11,1,7
3,65,14,2,5,1,20
3,65,14,3,10,1,15
3,65,14,1,1,1,16
3,65,14,3,6,1,21
3,65,14,1,1,1,17
3,65,14,2,1,1,3
3,65,14,3,1,1,26
3,65,14,3,5,1,16
3,65,14,1,1,1,14
3,65,14,1,1,1,3
3,65,14,3,10,1,24
3,65,14,3,2,1,39
3,65,14,3,10,1,37
3,65,14,3,1,1,26
3,65,14,1,10,1,13
3,65,14,2,1,1,17
3,65,14,1,1,1,4
3,65,14,3,1,1,18
3,65,14,3,7,1,25
3,65,14,1,8,1,17
3,65,14,3,11,1,23
3,65,14,3,5,1,23
3,65,14,1,5,1,2
3,65,14,1,5,1,9
3,65,14,3,5,1,28
3,65,14,3,7,1,38
3,65,14,3,11,1,21
3,65,14,2,11,1,37
3,65,14,3,5,1,36
3,65,14,3,7,1,41
3,65,14,3,5,1,31
3,65,14,1,5,1,5
3,65,14,2,1,1,40
3,65,14,1,5,1,7
3,65,14,3,5,1,16
2,27,32,1,1,1,13
2,27,32,1,1,1,9
2,27,32,3,1,1,68
2,27,32,3,1,1,17
2,27,32,2,1,1,51
2,27,32,2,1,1,10
2,27,32,2,1,1,36
2,27,32,3,1,1,18
2,27,32,2,1,1,47
2,27,32,3,1,1,58
2,27,32,3,1,1,11
2,27,32,3,1,1,31
2,27,32,2,1,1,49
2,27,32,2,1,1,18
2,27,32,3,1,1,38
2,27,32,2,1,1,37
2,27,32,1,1,1,11
2,27,32,3,1,1,19
2,27,32,3,1,1,19
2,27,32,3,1,1,18
2,27,32,2,1,1,31
2,27,32,2,1,1,17
2,27,32,3,1,1,14
2,27,32,3,1,1,21
2,27,32,3,1,1,6
2,27,32,3,1,1,26
2,27,32,3,1,1,21
2,27,32,3,1,1,23
2,27,32,3,1,1,14
2,27,32,3,1,1,26
2,27,32,2,1,1,31
2,27,32,3,1,1,13
2,27,32,3,1,1,23
2,27,32,3,1,1,18
2,27,32,2,1,1,45
2,27,32,3,7,1,28
2,27,32,3,1,1,21
2,27,32,3,1,1,24
2,27,32,3,1,1,60
2,27,32,3,1,1,23
2,27,32,3,1,1,20
